"id";"carat";"cut";"color";"clarity";"depth";"table";"price";"x";"y";"z"
16638;2,25;"Fair";"H";"I1";67,7;58;6653;8,01;7,97;5,41
16639;1,1;"Premium";"G";"VS2";60,2;58;6653;6,75;6,71;4,05
16640;1,32;"Premium";"I";"SI1";60,3;60;6653;7,14;7,09;4,29
16641;1,2;"Good";"E";"SI1";59,9;64;6653;6,84;6,79;4,08
16644;1,2;"Premium";"E";"SI1";61,8;56;6653;6,82;6,75;4,19
16647;1,22;"Ideal";"H";"SI1";61,8;57;6654;6,83;6,85;4,23
16650;1,26;"Premium";"F";"SI2";61,3;58;6657;6,99;6,91;4,26
16651;1,02;"Very Good";"F";"VS2";63,2;57;6659;6,34;6,41;4,03
16653;1,03;"Premium";"G";"VS1";62,2;57;6659;6,47;6,42;4,01
16654;1,53;"Fair";"J";"VS2";64,7;58;6659;7,24;7,22;4,68
16655;1,21;"Ideal";"F";"SI1";61,1;55;6659;6,87;6,85;4,19
16656;1,21;"Premium";"F";"SI1";60;60;6659;6,96;6,91;4,16
16658;1,32;"Premium";"F";"SI2";60,6;60;6660;7,1;7,05;4,29
16660;1,22;"Premium";"H";"VS1";63;59;6661;6,8;6,73;4,26
16661;1,18;"Ideal";"I";"VS1";62,6;55;6661;6,79;6,73;4,24
16662;1,03;"Very Good";"F";"VS1";61,7;56;6662;6,47;6,49;4
16663;1,56;"Very Good";"J";"SI2";61,4;58;6662;7,4;7,45;4,56
16664;1,56;"Very Good";"J";"SI2";62;57;6662;7,37;7,44;4,59
16665;1,19;"Ideal";"H";"VS2";62,1;59;6662;6,82;6,73;4,21
16666;1,03;"Good";"F";"VS2";63,9;59;6662;6,38;6,35;4,07
16667;1,03;"Ideal";"F";"VS2";60,7;56;6662;6,58;6,56;3,99
16668;1,06;"Very Good";"G";"VS1";62,8;54;6663;6,5;6,56;4,1
16670;1,01;"Ideal";"G";"VS2";60,9;57;6663;6,48;6,51;3,95
16671;1,25;"Premium";"I";"VS1";60,4;59;6664;7,01;6,94;4,21
16672;1,26;"Premium";"H";"SI1";62,2;58;6664;6,93;6,87;4,29
16673;1;"Ideal";"D";"SI1";62,5;55;6664;6,42;6,34;3,99
16674;1,23;"Very Good";"G";"SI1";63,1;56;6665;6,81;6,78;4,29
16675;1,2;"Premium";"H";"VS2";62,8;59;6666;6,75;6,7;4,22
16678;1,01;"Very Good";"E";"VS2";62,7;57;6666;6,31;6,36;3,97
16680;1,01;"Good";"E";"VS2";63,4;60;6666;6,31;6,37;4,02
16681;0,32;"Ideal";"H";"SI2";61,4;56;420;4,4;4,43;2,71
16682;0,29;"Ideal";"G";"SI1";62,1;54;420;4,25;4,29;2,65
16684;0,31;"Ideal";"I";"VS2";61,2;55;421;4,36;4,4;2,68
16685;0,31;"Ideal";"H";"SI2";61,1;56;421;4,4;4,42;2,69
16686;0,31;"Ideal";"H";"SI2";61,3;55;421;4,35;4,38;2,67
16689;0,31;"Ideal";"H";"SI1";61,3;55;421;4,35;4,39;2,68
16690;0,31;"Ideal";"H";"SI1";61,3;55;421;4,36;4,41;2,69
16691;0,31;"Ideal";"H";"SI1";61,3;57;421;4,36;4,38;2,68
16692;0,36;"Premium";"J";"SI1";61,3;60;421;4,52;4,59;2,79
16693;0,3;"Very Good";"H";"SI1";62,2;60;421;4,24;4,28;2,65
16695;0,3;"Very Good";"H";"SI1";62,6;58;421;4,22;4,28;2,66
16697;0,32;"Good";"F";"SI2";63,1;56;421;4,34;4,38;2,75
16698;0,32;"Premium";"J";"VS1";61,9;58;421;4,33;4,39;2,7
16700;0,3;"Good";"H";"SI1";63,7;56;421;4,2;4,22;2,68
16701;0,32;"Premium";"J";"VS1";61,7;58;421;4,38;4,4;2,71
16705;0,3;"Very Good";"H";"SI1";59,4;63;421;4,35;4,4;2,6
16706;0,3;"Premium";"H";"SI1";61,2;60;421;4,29;4,31;2,63
16707;0,32;"Very Good";"F";"SI2";62,6;56;421;4,37;4,41;2,75
16709;0,32;"Good";"F";"SI2";63,5;56;421;4,35;4,37;2,77
16711;0,31;"Very Good";"F";"VS2";58,8;58;609;4,45;4,49;2,63
16712;0,31;"Ideal";"H";"VVS2";61,4;55;609;4,37;4,39;2,69
16713;0,31;"Ideal";"H";"VVS2";61,4;56;609;4,38;4,41;2,7
16714;0,31;"Ideal";"H";"VVS2";62,2;54;609;4,36;4,38;2,72
16715;0,39;"Ideal";"I";"SI1";62,1;55;609;4,66;4,71;2,91
16717;0,3;"Ideal";"F";"SI1";61,2;55;609;4,35;4,37;2,67
16718;0,3;"Ideal";"F";"SI1";60,6;57;609;4,34;4,37;2,64
16719;0,3;"Very Good";"D";"VS2";62,9;55;610;4,31;4,34;2,72
16720;0,31;"Very Good";"E";"VS1";64;55;610;4,29;4,33;2,76
16722;0,32;"Ideal";"F";"VS2";60,9;56;610;4,41;4,45;2,7
16724;0,33;"Ideal";"H";"VS1";62,6;56;610;4,39;4,42;2,75
16725;0,38;"Ideal";"I";"SI1";61,7;56;610;4,64;4,67;2,87
16727;0,33;"Ideal";"H";"SI1";63;57;610;4,41;4,39;2,77
16728;0,3;"Very Good";"D";"VS1";61,2;55;610;4,32;4,34;2,65
16731;0,23;"Very Good";"D";"VS1";61,5;58;611;3,93;3,98;2,43
16734;0,41;"Good";"G";"SI2";63,6;54;611;4,7;4,74;3
16735;0,41;"Premium";"J";"VS2";61,9;59;611;4,69;4,74;2,92
16736;0,41;"Good";"G";"SI2";63,4;58;611;4,7;4,73;2,99
16737;0,41;"Good";"J";"VS2";63,4;56;611;4,7;4,73;2,99
16738;0,41;"Good";"I";"SI1";63,8;57;611;4,67;4,7;2,99
16740;0,28;"Very Good";"E";"VVS2";61,4;55;612;4,22;4,25;2,6
16741;1,01;"Premium";"E";"VS2";62;59;6666;6,44;6,46;4
16742;1,01;"Very Good";"E";"VS2";60,4;58;6666;6,47;6,51;3,92
16744;1,2;"Premium";"H";"VS2";60,6;58;6666;6,88;6,82;4,15
16745;1,2;"Very Good";"G";"SI1";63,5;56;6666;6,77;6,7;4,28
16748;1,06;"Premium";"E";"VS1";59,1;58;6669;6,66;6,71;3,95
16749;1,01;"Very Good";"G";"VS1";60,9;60;6669;6,47;6,43;3,93
16752;1,25;"Ideal";"E";"SI2";62,3;57;6670;6,83;6,88;4,27
16755;1,13;"Ideal";"H";"VS2";61,9;56;6670;6,69;6,63;4,13
16756;1,45;"Very Good";"J";"VS2";62,8;57;6671;7,14;7,17;4,49
16757;1,01;"Ideal";"F";"VS2";60,3;56;6672;6,5;6,56;3,94
16760;1,21;"Very Good";"H";"VS2";62,9;58;6673;6,74;6,78;4,25
16763;1,13;"Ideal";"E";"SI1";61,7;57;6674;6,65;6,81;4,15
16764;0,8;"Ideal";"F";"IF";60,8;56;6674;5,99;6,05;3,66
16765;1,2;"Ideal";"H";"SI1";61,3;57;6675;6,81;6,85;4,19
16769;1,01;"Very Good";"F";"VS1";63,9;55;6679;6,28;6,36;4,04
16770;0,9;"Ideal";"G";"VVS1";61,5;56;6680;6,22;6,24;3,83
16771;1,51;"Premium";"J";"SI1";60,4;62;6680;7,42;7,32;4,45
16774;1,13;"Ideal";"E";"SI1";62,2;55;6682;6,69;6,66;4,15
16776;1,12;"Premium";"G";"VS2";62,3;59;6683;6,71;6,61;4,15
16778;1,02;"Premium";"G";"VS1";61;58;6683;6,55;6,49;3,98
16779;1,02;"Premium";"G";"VS1";62;56;6683;6,5;6,43;4,01
16783;1,33;"Premium";"G";"SI2";60,3;58;6685;7,19;7,16;4,33
16785;1,31;"Very Good";"I";"SI1";62,6;59;6686;6,97;6,86;4,33
16786;2,01;"Good";"F";"I1";64;56;6686;7,93;7,91;5,07
16787;1,5;"Good";"J";"SI1";59,1;64;6687;7,32;7,43;4,36
16788;0,9;"Ideal";"D";"VS2";61,2;56;6689;6,2;6,26;3,81
16792;1,04;"Ideal";"F";"VS2";62,1;57;6692;6,48;6,53;4,04
16793;1;"Premium";"F";"VS1";61,3;59;6692;6,45;6,42;3,95
16794;1,04;"Very Good";"H";"IF";62;55;6694;6,51;6,55;4,05
16795;1,02;"Very Good";"G";"VS1";61,9;58;6694;6,44;6,48;4
16797;1,22;"Premium";"G";"SI1";63;57;6695;6,84;6,74;4,28
16798;1,01;"Premium";"E";"VS2";60,4;57;6697;6,49;6,45;3,91
16799;1,06;"Ideal";"H";"VVS2";61,8;60;6698;6,52;6,49;4,02
16800;1;"Very Good";"G";"VS1";60,6;63;6699;6,42;6,45;3,9
16801;1;"Very Good";"F";"VS2";63,2;56;6701;6,32;6,37;4,01
16803;1,28;"Ideal";"H";"SI1";62,4;56;6701;6,93;6,91;4,32
16804;1,57;"Very Good";"J";"SI2";62,1;60;6702;7,37;7,41;4,59
16806;1,01;"Premium";"F";"VS2";60,8;57;6702;6,52;6,47;3,95
16808;1,2;"Very Good";"E";"SI1";61;59;6703;6,91;6,83;4,19
16809;1,05;"Good";"H";"IF";64,3;58;6703;6,5;6,35;4,13
16811;1,02;"Ideal";"E";"VS2";60,7;56;6704;6,58;6,61;4
16812;1,08;"Ideal";"G";"VS2";61,3;56;6706;6,62;6,59;4,05
16813;1,06;"Very Good";"G";"VS1";60,5;56;6707;6,65;6,6;4,01
16815;1,21;"Very Good";"F";"SI1";59,4;56;6708;6,95;7;4,14
16816;1,1;"Very Good";"F";"VS2";62;59;6708;6,56;6,6;4,08
16818;1,08;"Good";"G";"VS2";58,9;58;6708;6,69;6,75;3,96
16819;1,21;"Premium";"H";"VS2";58,8;59;6708;7,01;6,98;4,11
16820;1,04;"Premium";"G";"VS2";60,1;59;6709;6,59;6,56;3,95
16821;1,04;"Ideal";"G";"VS2";62,5;57;6709;6,49;6,46;4,05
16822;1,04;"Premium";"G";"VS2";61,8;58;6709;6,51;6,46;4,01
16823;1,23;"Very Good";"D";"SI2";62,3;58;6710;6,78;6,81;4,23
16824;1,2;"Good";"H";"VS2";63,3;59;6710;6,74;6,78;4,28
16825;1,21;"Premium";"H";"VS2";60,8;58;6710;6,91;6,88;4,19
16826;1,21;"Premium";"H";"VS2";61,5;58;6710;6,82;6,78;4,18
16827;1,51;"Premium";"J";"SI2";61,9;56;6712;7,44;7,29;4,56
16829;1,22;"Good";"I";"VS1";59,2;61;6713;7,01;6,95;4,13
16830;1,11;"Premium";"G";"VS2";60,8;58;6713;6,7;6,65;4,06
16831;1,11;"Ideal";"G";"VS2";62,2;55;6713;6,67;6,61;4,13
16832;1,11;"Premium";"G";"VS2";59;59;6713;6,79;6,76;4
16833;1,11;"Premium";"G";"VS2";62,3;58;6713;6,65;6,61;4,13
16834;1,01;"Very Good";"F";"VS2";63,6;59;6714;6,3;6,34;4,02
16835;1,01;"Very Good";"E";"VS2";62,9;60;6714;6,36;6,4;4,01
16837;1,26;"Ideal";"H";"SI1";61;56;6715;7;7,04;4,28
16838;1,06;"Premium";"E";"VS2";62,3;58;6716;6,49;6,52;4,05
16839;1,56;"Ideal";"H";"SI2";62,3;55;6716;7,39;7,35;4,59
16840;1,5;"Fair";"I";"SI2";64,8;58;6717;7,05;7,15;4,6
16841;1,01;"Very Good";"F";"VS1";61;58;6719;6,47;6,54;3,97
16842;1;"Premium";"E";"VS2";62,8;60;6720;6,36;6,32;3,98
16843;1;"Premium";"E";"VS2";62,1;59;6720;6,38;6,34;3,95
16844;1,5;"Premium";"G";"SI2";58,3;61;6720;7,55;7,4;4,34
16845;1,5;"Ideal";"G";"SI2";63;57;6720;7,31;7,2;4,57
16846;1,2;"Good";"G";"VS2";64;59;6720;6,8;6,63;4,3
16847;1;"Premium";"E";"VS2";60,4;57;6720;6,49;6,46;3,91
16848;1;"Ideal";"E";"VS2";61,6;57;6720;6,44;6,38;3,95
16850;1;"Premium";"E";"VS2";61,5;58;6720;6,42;6,39;3,94
16851;1;"Premium";"E";"VS2";62,7;59;6720;6,38;6,31;3,98
16852;1;"Premium";"E";"VS2";60;60;6720;6,43;6,43;3,89
16853;1;"Ideal";"E";"VS2";62,1;56;6720;6,42;6,39;3,98
16854;1,2;"Premium";"H";"VS1";58,5;61;6720;6,98;6,93;4,07
16856;1,28;"Very Good";"I";"VS1";62,8;57;6726;6,9;6,95;4,35
16858;1,43;"Fair";"I";"VS1";50,8;60;6727;7,73;7,25;3,93
16859;1,21;"Ideal";"H";"SI1";61,8;55;6727;6,82;6,86;4,23
16861;1;"Premium";"G";"VS1";62,4;59;6727;6,4;6,35;3,98
16864;1,06;"Ideal";"G";"VS2";61,9;55;6728;6,54;6,57;4,06
16869;1,37;"Ideal";"G";"SI2";62,8;57;6730;7,12;7,06;4,45
16870;1,5;"Good";"I";"SI2";58,5;60;6731;7,41;7,5;4,36
16873;1,02;"Ideal";"E";"VS2";62,7;56;6732;6,38;6,44;4,02
16874;1,01;"Very Good";"H";"VVS1";60,6;56;6733;6,5;6,53;3,95
16875;1,03;"Very Good";"F";"VS1";60,2;55;6733;6,62;6,56;3,97
16876;1,26;"Very Good";"G";"SI1";63;59;6733;6,84;6,88;4,32
16877;1,26;"Very Good";"G";"SI1";61,7;60;6733;6,85;6,9;4,24
16878;1,01;"Premium";"D";"VS1";61,1;56;6733;6,43;6,36;3,91
16879;1,01;"Ideal";"G";"VS2";62,1;57;6734;6,4;6,45;3,99
16880;1,01;"Ideal";"G";"VS2";61;56;6734;6,47;6,51;3,96
16882;1,02;"Fair";"G";"VVS2";64,6;59;6736;6,31;6,29;4,07
16883;1,31;"Premium";"I";"VS1";58,5;60;6737;7,18;7,15;4,19
16887;1,26;"Ideal";"G";"SI1";59,6;57;6738;7,08;7,04;4,21
16888;1,2;"Ideal";"D";"SI2";61,7;56;6740;6,88;6,81;4,22
16889;1,14;"Ideal";"G";"SI1";61,7;56;6741;6,71;6,75;4,15
16890;1,2;"Ideal";"G";"SI1";62,2;58;6741;6,77;6,84;4,23
16891;1,47;"Premium";"I";"SI2";62,4;55;6742;7,34;7,24;4,55
16892;1,2;"Premium";"E";"SI1";62,5;56;6742;6,75;6,71;4,21
16893;1,2;"Ideal";"H";"SI1";62,5;56;6742;6,84;6,79;4,26
16895;1,1;"Ideal";"E";"SI1";61,3;56;6743;6,65;6,7;4,09
16897;1,13;"Premium";"G";"VS2";62,5;58;6743;6,69;6,59;4,15
16899;1;"Very Good";"D";"VS2";59,6;60;6745;6,52;6,57;3,9
16900;1,5;"Ideal";"J";"SI1";59,4;62;6745;7,38;7,35;4,38
16901;1,5;"Good";"J";"SI2";60,9;62;6746;7,3;7,32;4,45
16902;1,21;"Good";"H";"VS1";63,3;58;6748;6,72;6,77;4,27
16903;1;"Good";"G";"VVS2";62,4;61;6748;6,32;6,3;3,94
16904;1,03;"Premium";"G";"VS1";60,7;58;6749;6,55;6,5;3,96
16905;1,03;"Premium";"G";"VS1";62,2;59;6749;6,46;6,41;4
16907;1,5;"Good";"J";"SI2";63,6;57;6750;7,3;7,23;4,62
16910;1,23;"Ideal";"H";"SI1";61,7;55;6750;6,94;6,9;4,27
16911;1,07;"Very Good";"H";"VVS2";61,3;56;6751;6,54;6,59;4,03
16912;1,03;"Ideal";"F";"VS2";62,4;56;6751;6,48;6,43;4,03
16913;1,37;"Premium";"E";"SI2";61;57;6751;7,25;7,19;4,4
16914;1,41;"Premium";"I";"SI2";62,9;59;6751;7,14;7,08;4,47
16915;1,02;"Very Good";"E";"VS2";62,9;56;6752;6,37;6,47;4,04
16917;1,14;"Ideal";"H";"VS2";62,6;53;6753;6,67;6,72;4,19
16918;1,24;"Very Good";"I";"VS1";59,4;58;6754;7,04;7,09;4,2
16919;1,01;"Very Good";"E";"VS2";61,6;58;6754;6,43;6,49;3,98
16920;1,35;"Ideal";"J";"VS2";61,8;54;6754;7,1;7,14;4,4
16922;1,34;"Premium";"I";"VS2";61,8;59;6754;7,07;7,04;4,36
16925;1,51;"Premium";"I";"SI1";62,2;61;6756;7,35;7,27;4,55
16927;1,3;"Very Good";"H";"SI1";62,3;58;6758;6,97;7,03;4,36
16929;1,01;"Premium";"G";"VS1";60,9;58;6759;6,43;6,47;3,93
16930;1,01;"Good";"G";"VS1";63,8;57;6759;6,35;6,38;4,06
16932;1,29;"Ideal";"H";"SI1";63,2;57;6760;6,89;6,96;4,38
16933;1,28;"Premium";"I";"VS2";61,7;60;6762;7,05;6,95;4,32
16934;1;"Very Good";"D";"VS2";62,6;58;6762;6,31;6,38;3,97
16936;1,29;"Ideal";"F";"SI2";60,7;58;6762;7;7,07;4,27
16937;1,2;"Ideal";"G";"SI1";61,8;59;6762;6,77;6,8;4,19
16940;1,47;"Very Good";"J";"VS2";62,5;59;6763;7,18;7,23;4,5
16942;1,04;"Premium";"E";"VS1";58,6;59;6765;6,68;6,64;3,9
16943;1,04;"Very Good";"G";"VVS1";58,2;60;6766;6,66;6,71;3,89
16944;1,05;"Very Good";"G";"VS1";61,8;58;6766;6,5;6,55;4,03
16946;1,16;"Ideal";"F";"SI1";62,6;58;6768;6,68;6,73;4,2
16947;0,97;"Premium";"F";"VVS2";58,1;60;6768;6,53;6,49;3,78
16951;1,5;"Good";"H";"SI2";63,6;60;6770;7,3;7,23;4,63
16952;1,01;"Very Good";"E";"VS2";64;56;6771;6,22;6,37;4,03
16954;1,01;"Very Good";"G";"VS2";62,9;54;6773;6,35;6,4;4
16955;1,01;"Very Good";"F";"VS2";61,6;57;6773;6,39;6,46;3,96
16958;1,02;"Premium";"F";"VS2";62,4;59;6773;6,45;6,4;4,01
16960;1,12;"Premium";"G";"VS2";60,7;53;6774;6,81;6,7;4,1
16961;1,2;"Ideal";"I";"VS1";62,8;55;6774;6,79;6,75;4,25
16962;1,12;"Ideal";"G";"VS2";62;56;6774;6,69;6,64;4,13
16963;1,12;"Ideal";"G";"VS2";62,2;54;6774;6,65;6,62;4,13
16964;1;"Good";"E";"VS2";63,1;56;6776;6,37;6,41;4,03
16970;1,01;"Very Good";"H";"VVS1";61,1;58;6777;6,41;6,45;3,93
16974;1,07;"Premium";"G";"VS2";61,9;58;6779;6,54;6,55;4,05
16976;1,38;"Premium";"G";"SI2";59,2;59;6779;7,35;7,29;4,33
16977;1,08;"Ideal";"G";"VS1";62;55;6779;6,62;6,57;4,09
16979;1,19;"Very Good";"H";"VS2";60,5;59;6781;6,97;7;4,17
16980;1,37;"Very Good";"G";"SI2";63,4;61;6781;6,95;7,03;4,43
16981;1,04;"Premium";"F";"VS2";61,7;59;6782;6,45;6,49;3,99
16982;1,25;"Good";"H";"SI1";63,7;58;6783;6,81;6,79;4,33
16983;1,03;"Premium";"F";"VS1";61,7;56;6783;6,49;6,47;4
16985;1,25;"Ideal";"H";"SI1";62,2;57;6783;6,9;6,86;4,28
16987;1,02;"Very Good";"D";"VS2";59,8;61;6785;6,54;6,61;3,93
16988;1,02;"Very Good";"F";"VS1";61,3;59;6785;6,45;6,51;3,97
16989;1,27;"Ideal";"H";"SI1";60,6;57;6785;7,07;7;4,26
16990;1,03;"Very Good";"G";"VS2";62,2;57;6786;6,43;6,46;4,01
16991;1,01;"Premium";"E";"VS2";62;59;6787;6,46;6,44;4
16993;1,01;"Very Good";"E";"VS2";63,5;58;6787;6,36;6,34;4,03
16995;1,01;"Premium";"E";"VS2";62,7;57;6787;6,36;6,31;3,97
16996;1,01;"Very Good";"E";"VS2";63,4;60;6787;6,37;6,31;4,02
16997;1,01;"Very Good";"E";"VS2";63,2;57;6787;6,38;6,35;4,02
17000;1,01;"Premium";"E";"VS2";62,9;58;6787;6,39;6,36;4,01
17002;1,01;"Ideal";"F";"VS2";61,9;55;6787;6,47;6,45;4
17003;1,01;"Ideal";"F";"VS2";62,1;57;6787;6,46;6,42;4
17007;1,43;"Ideal";"J";"SI1";60,5;58;6789;7,25;7,34;4,41
17008;1,33;"Premium";"F";"SI2";59,9;58;6790;7,17;7,13;4,28
17009;1,33;"Ideal";"H";"SI2";62,3;55;6791;7,01;7,08;4,39
17011;1,32;"Very Good";"I";"VS1";63,5;58;6793;6,89;6,94;4,39
17012;1,07;"Ideal";"G";"VS1";61,8;57;6793;6,52;6,58;4,05
17014;1,03;"Ideal";"G";"VS2";60,7;57;6793;6,53;6,56;3,97
17015;1,25;"Ideal";"J";"VS1";61,2;56;6793;6,93;6,95;4,25
17016;1,2;"Good";"G";"VS2";65,2;56;6793;6,61;6,67;4,33
17017;1,52;"Ideal";"H";"I1";61,6;56;6793;7,75;7,73;4,77
17018;1,01;"Very Good";"D";"VS2";63,3;58;6794;6,35;6,38;4,03
17019;1,01;"Good";"F";"VS1";59;62;6794;6,56;6,6;3,88
17020;1,01;"Ideal";"G";"VS1";62,4;56;6794;6,44;6,39;4
17021;1,01;"Ideal";"G";"VS1";61,5;56;6794;6,48;6,43;3,97
17025;2;"Fair";"J";"I1";66,5;56;6796;7,93;7,8;5,23
17026;1,02;"Good";"D";"VS1";64,6;58;6797;6,22;6,28;4,04
17028;1,02;"Ideal";"H";"VVS2";62,1;55;6797;6,5;6,46;4,02
17029;1,5;"Good";"H";"SI2";59,8;61;6798;7,39;7,49;4,45
17030;1,11;"Ideal";"E";"SI1";61,1;57;6800;6,64;6,72;4,08
17031;0,97;"Ideal";"H";"VVS1";60,4;57;6801;6,4;6,48;3,89
17032;1,05;"Very Good";"E";"VS2";61,6;58;6803;6,48;6,53;4,01
17033;1,14;"Very Good";"G";"VS2";63,2;58;6803;6,67;6,63;4,2
17034;1;"Ideal";"F";"VS2";62,6;57;6804;6,4;6,35;3,99
17035;0,9;"Good";"E";"IF";63,6;56;6804;6,11;6,02;3,86
17039;1,3;"Ideal";"I";"VS1";62,1;57;6806;6,98;7,04;4,35
17041;0,28;"Very Good";"E";"VVS1";60,9;60;612;4,25;4,26;2,59
17042;0,3;"Very Good";"E";"VS2";60,7;63;612;4,32;4,35;2,63
17043;0,41;"Very Good";"F";"SI2";62,6;54;612;4,75;4,77;2,98
17044;0,28;"Very Good";"F";"IF";62,2;55;612;4,23;4,26;2,64
17046;0,28;"Ideal";"E";"VVS2";60,7;57;612;4,22;4,25;2,57
17047;0,32;"Ideal";"E";"VS2";61,3;56;612;4,41;4,46;2,72
17049;0,3;"Ideal";"F";"VS1";62,1;55;612;4,31;4,35;2,69
17050;0,3;"Ideal";"F";"VS1";61,8;55;612;4,31;4,33;2,67
17051;0,3;"Ideal";"F";"VS1";61,9;56;612;4,3;4,32;2,67
17052;0,4;"Ideal";"I";"SI2";61,3;56;612;4,76;4,79;2,93
17054;0,41;"Ideal";"F";"SI2";62;53;612;4,77;4,81;2,97
17056;0,4;"Ideal";"J";"SI1";61,4;55;612;4,75;4,8;2,93
17057;0,28;"Good";"E";"IF";64,6;58;612;4,09;4,12;2,65
17058;0,34;"Ideal";"E";"SI2";62;56;612;4,48;4,45;2,77
17059;0,34;"Premium";"E";"SI2";61,7;61;612;4,51;4,47;2,77
17060;0,32;"Ideal";"G";"SI1";61,3;56;612;4,42;4,39;2,7
17061;0,32;"Premium";"G";"SI1";62;55;612;4,43;4,41;2,74
17062;0,32;"Premium";"G";"SI1";60,9;56;612;4,45;4,41;2,7
17063;0,32;"Premium";"G";"SI1";59,6;60;612;4,46;4,43;2,65
17064;0,32;"Premium";"G";"SI1";62,6;58;612;4,37;4,35;2,73
17065;0,32;"Ideal";"G";"SI1";63;56;612;4,38;4,35;2,75
17066;0,32;"Very Good";"G";"SI1";63,5;56;612;4,38;4,35;2,77
17067;0,32;"Premium";"G";"SI1";61,6;58;612;4,4;4,36;2,7
17068;0,32;"Premium";"G";"SI1";61;61;612;4,41;4,38;2,68
17069;0,32;"Premium";"G";"SI1";62,6;58;612;4,35;4,31;2,71
17071;1,5;"Premium";"J";"SI1";60,5;59;6806;7,38;7,47;4,49
17072;1,01;"Ideal";"E";"VS2";60,5;60;6806;6,46;6,47;3,91
17073;1,03;"Very Good";"G";"VS2";58,8;63;6806;6,7;6,61;3,91
17075;1,05;"Very Good";"F";"VS2";62,8;57;6808;6,45;6,48;4,06
17076;1,24;"Premium";"H";"SI1";60,2;60;6808;6,94;6,91;4,17
17079;1,04;"Ideal";"G";"VS2";61,9;54;6809;6,53;6,56;4,05
17080;1,03;"Ideal";"F";"VS2";61,4;58;6809;6,49;6,51;3,99
17081;1,1;"Very Good";"F";"VS2";61,4;58;6810;6,63;6,73;4,1
17082;1,32;"Very Good";"I";"SI1";62,1;57;6810;6,99;7,09;4,37
17085;1,28;"Very Good";"D";"SI2";61,2;58;6811;6,96;7,09;4,3
17089;1,2;"Very Good";"H";"VS1";63,1;55;6814;6,82;6,77;4,29
17090;1,2;"Ideal";"H";"VS1";62,5;57;6814;6,81;6,73;4,23
17092;1,34;"Premium";"H";"SI1";62,4;57;6814;7,07;6,96;4,38
17093;1,04;"Ideal";"F";"VS2";62,1;57;6814;6,53;6,48;4,04
17094;1,17;"Fair";"E";"VS2";64,5;56;6814;6,75;6,68;4,33
17095;1,04;"Premium";"G";"VS1";61,5;61;6814;6,56;6,51;4,02
17099;1,23;"Ideal";"I";"VS2";62,4;58;6817;6,81;6,88;4,27
17101;1;"Very Good";"G";"VVS2";64,9;57;6818;6,21;6,28;4,05
17102;1,06;"Very Good";"G";"VS2";59,8;58;6818;6,64;6,7;3,99
17104;1,51;"Very Good";"I";"SI2";63,1;60;6819;7,19;7,13;4,52
17107;1,74;"Premium";"F";"I1";59,9;58;6821;7,88;7,82;4,7
17108;1,13;"Premium";"F";"VS2";59,8;61;6822;6,81;6,76;4,06
17109;1;"Good";"E";"VS1";60,6;63;6822;6,28;6,42;3,85
17110;1,31;"Premium";"J";"VS2";62;59;6822;7,04;6,97;4,34
17111;1,06;"Very Good";"F";"VS2";62,2;57;6823;6,53;6,58;4,08
17112;1,01;"Very Good";"F";"VS1";59,9;59;6825;6,52;6,57;3,92
17113;1,01;"Good";"F";"VS1";61,2;56;6825;6,42;6,49;3,95
17114;1,23;"Very Good";"I";"VS2";61,2;59;6826;6,84;6,81;4,18
17115;1,01;"Ideal";"G";"VS2";60,6;57;6826;6,47;6,53;3,94
17117;1,01;"Premium";"D";"VS2";61;59;6827;6,44;6,41;3,92
17118;1,07;"Good";"F";"VS2";57,6;60;6828;6,83;6,79;3,92
17119;1,17;"Ideal";"F";"SI1";61,1;56;6828;6,77;6,82;4,15
17121;1,02;"Very Good";"D";"VS2";63,7;55;6830;6,42;6,45;4,1
17122;0,9;"Ideal";"F";"VS2";62,3;56;6830;6,17;6,19;3,85
17123;1,15;"Very Good";"G";"VS2";62,9;58;6831;6,62;6,7;4,19
17126;1,05;"Ideal";"H";"VS1";61,8;55;6833;6,54;6,57;4,05
17127;1,28;"Ideal";"G";"SI2";61,8;56;6833;6,95;6,99;4,31
17128;1,2;"Very Good";"H";"VS2";63,3;59;6833;6,78;6,74;4,28
17129;1,23;"Premium";"D";"SI2";62,3;58;6833;6,81;6,78;4,23
17130;1,21;"Ideal";"H";"VS1";60,7;57;6834;6,86;6,89;4,17
17131;0,8;"Very Good";"D";"IF";63,3;57;6834;5,85;5,87;3,71
17132;1,11;"Ideal";"H";"VVS2";61,4;57;6837;6,63;6,67;4,08
17133;1,05;"Ideal";"G";"VS2";61,6;56;6837;6,52;6,56;4,03
17135;1,26;"Ideal";"H";"SI1";61;56;6837;7,04;7;4,28
17137;1,06;"Premium";"E";"VS2";62,3;58;6838;6,52;6,49;4,05
17138;1,5;"Fair";"H";"SI1";65;57;6838;7,1;7,06;4,6
17139;1,5;"Fair";"H";"SI1";65;57;6838;7,1;7,06;4,6
17140;1,24;"Premium";"D";"SI2";61,4;59;6840;6,87;6,91;4,23
17141;1;"Very Good";"F";"VS2";63,8;56,9;6841;6,29;6,36;4,04
17144;1,01;"Good";"E";"VS2";63,9;59;6843;6,31;6,34;4,04
17146;1,01;"Good";"G";"VVS2";63,4;55;6843;6,34;6,41;4,04
