in-store,age,items,amount,region
0,68,6,5.35,2
0,69,3,268.25,2
0,56,2,399.91,2
0,52,7,357.22,2
0,67,3,54.75,2
0,34,5,356.34,2
0,59,2,373.63,2
0,49,8,181.20,2
0,79,4,488.70,2
0,38,6,244.54,2
0,52,6,189.17,2
0,37,4,75.57,2
0,35,3,175.86,2
0,29,7,100.33,2
0,75,5,374.75,2
0,75,8,210.14,2
0,41,8,315.38,2
0,74,4,203.39,2
0,54,8,141.39,2
0,33,2,228.97,2
0,36,4,9.55,2
0,66,8,30.75,2
0,78,7,21.09,2
0,32,3,455.21,2
0,35,5,439.23,2
0,73,6,460.60,2
0,35,6,41.45,2
0,62,2,383.37,2
0,72,2,349.50,2
0,67,2,46.65,2
0,77,2,480.83,2
0,66,6,491.34,2
0,38,3,215.97,2
0,68,3,354.19,2
0,67,1,420.94,2
0,45,7,220.15,2
0,33,2,440.41,2
0,33,2,109.40,2
0,37,5,176.74,2
0,63,3,230.37,2
0,53,2,61.74,2
0,81,2,482.68,2
0,39,6,243.07,2
0,31,7,33.37,2
0,40,8,168.50,2
0,78,7,305.24,2
0,64,6,241.20,2
0,64,7,288.84,2
0,48,2,458.47,2
0,72,6,406.63,2
0,72,7,187.44,2
0,39,3,118.93,2
0,79,7,300.97,2
0,56,7,349.60,2
0,72,2,383.40,2
0,45,7,117.02,2
0,46,4,96.79,2
0,82,6,46.11,2
0,62,5,145.03,2
0,80,7,186.82,2
0,44,3,373.81,2
0,57,4,122.09,2
0,67,6,205.74,2
0,66,7,463.11,2
0,50,6,430.81,2
0,53,7,51.24,2
0,83,7,436.12,2
0,59,2,365.96,2
0,38,2,482.53,2
0,59,3,69.40,2
0,54,1,319.62,2
0,76,7,172.27,2
0,32,4,78.32,2
0,48,6,38.05,2
0,69,3,457.67,2
0,60,4,223.68,2
0,48,7,215.56,2
0,54,2,492.69,2
0,78,6,399.83,2
0,70,2,425.01,2
0,71,6,465.18,2
0,43,2,356.92,2
0,52,5,178.01,2
0,40,4,246.65,2
0,70,5,109.86,2
0,56,1,425.49,2
0,68,3,348.95,2
0,82,2,417.53,2
0,85,2,366.65,2
0,79,3,223.20,2
0,48,1,73.83,2
0,61,4,344.90,2
0,67,5,99.38,2
0,51,8,154.36,2
0,50,3,91.54,2
0,30,2,248.42,2
0,45,8,235.77,2
0,71,4,199.36,2
0,70,3,156.71,2
0,49,1,292.98,2
0,80,4,290.77,2
0,79,6,188.63,2
0,79,2,230.46,2
0,31,2,172.65,2
0,76,3,374.93,2
0,50,7,498.77,2
0,28,6,201.48,2
0,73,4,86.83,2
0,64,7,216.12,2
0,33,7,14.77,2
0,52,4,57.73,2
0,85,7,55.00,2
0,41,4,444.27,2
0,49,4,120.67,2
0,82,7,52.93,2
0,49,2,313.67,2
0,42,8,463.71,2
0,50,6,197.04,2
0,70,6,32.62,2
0,46,5,61.65,2
0,35,3,11.14,2
0,62,3,174.81,2
0,41,3,274.97,2
0,79,5,357.95,2
0,34,7,80.34,2
0,78,1,154.41,2
0,66,6,127.58,2
0,43,7,212.66,2
0,29,8,142.00,2
0,31,2,362.51,2
0,30,3,68.15,2
0,83,4,414.37,2
0,66,6,322.83,2
0,67,2,33.95,2
0,36,1,180.55,2
0,37,1,221.94,2
0,37,4,81.25,2
0,80,2,383.53,2
0,73,4,383.69,2
0,43,6,465.72,2
0,30,4,424.53,2
0,45,2,498.81,2
0,78,7,326.25,2
0,44,6,267.93,2
0,34,7,91.79,2
0,83,7,245.91,2
0,62,5,342.32,2
0,55,2,199.26,2
0,43,5,420.78,2
0,42,3,119.66,2
0,57,1,419.79,2
0,46,2,437.92,2
0,68,5,340.91,2
0,80,5,46.51,2
0,45,5,263.05,2
0,32,1,380.43,2
0,51,6,181.74,2
0,49,7,433.29,2
0,30,5,190.88,2
0,64,5,326.31,2
0,54,2,428.24,2
0,58,7,73.10,2
0,40,2,90.81,2
0,75,2,396.56,2
0,49,3,397.51,2
0,80,7,429.77,2
0,57,1,27.61,2
0,84,7,167.98,2
0,68,7,211.77,2
0,28,7,15.32,2
0,81,6,207.97,2
0,28,4,408.32,2
0,32,8,40.32,2
0,54,5,224.26,2
0,29,5,256.31,2
0,60,7,252.00,2
0,28,3,444.62,2
0,53,1,288.48,2
0,35,5,12.83,2
0,30,5,206.39,2
0,40,7,83.26,2
0,63,8,237.89,2
0,76,6,246.15,2
0,49,2,208.55,2
0,41,7,204.44,2
0,41,4,351.30,2
0,54,7,116.96,2
0,39,2,360.96,2
0,62,3,370.61,2
0,52,2,59.83,2
0,39,7,336.08,2
0,53,6,249.89,2
0,44,3,59.18,2
0,45,4,345.21,2
0,49,2,30.28,2
0,32,8,90.51,2
0,65,3,481.91,2
0,41,6,494.47,2
0,36,2,294.67,2
0,60,4,437.76,2
0,32,7,433.95,2
0,52,5,13.88,2
0,64,7,330.90,2
0,69,1,154.61,2
0,36,4,204.36,2
0,74,4,495.73,2
0,68,5,226.08,2
0,53,8,193.26,2
0,41,5,109.46,2
0,34,8,69.68,2
0,58,6,455.69,2
0,40,8,186.38,2
0,83,2,426.04,2
0,63,5,212.91,2
0,85,4,471.06,2
0,37,7,341.84,2
0,81,5,423.04,2
0,32,8,213.22,2
0,44,3,385.19,2
0,64,3,104.35,2
0,68,2,96.33,2
0,56,2,64.25,2
0,38,4,259.40,2
0,61,5,367.65,2
0,34,3,173.62,2
0,33,3,370.31,2
0,64,3,495.10,2
0,45,3,64.41,2
0,75,3,127.49,2
0,29,5,307.60,2
0,44,5,114.11,2
0,50,5,310.10,2
0,30,6,114.55,2
0,59,4,104.52,2
0,43,7,311.89,2
0,80,6,476.67,2
0,56,7,72.29,2
0,52,7,277.93,2
0,29,4,290.78,2
0,83,3,219.69,2
0,66,7,26.89,2
0,32,4,210.87,2
0,38,3,191.67,2
0,78,4,230.36,2
0,64,6,421.03,2
0,66,6,369.42,2
0,48,6,79.22,2
0,45,6,281.75,2
0,84,7,435.56,2
0,43,8,472.90,2
0,67,2,101.39,2
0,32,7,181.48,2
0,64,1,263.64,2
0,80,3,204.80,2
0,84,5,153.70,2
0,82,4,65.07,2
0,36,7,185.14,2
0,50,1,111.88,2
0,55,4,302.21,2
0,58,7,499.55,2
0,80,7,340.20,2
0,77,6,144.34,2
0,82,4,499.40,2
0,58,5,357.35,2
0,58,7,324.41,2
0,72,6,383.78,2
0,30,2,152.49,2
0,36,3,363.43,2
0,50,3,127.03,2
0,75,8,467.02,2
0,83,2,154.08,2
0,38,7,161.64,2
0,48,5,45.84,2
0,34,7,119.29,2
0,30,7,134.00,2
0,50,3,7.05,2
0,44,3,19.73,2
0,78,4,213.80,2
0,40,3,26.39,2
0,82,3,44.23,2
0,62,6,14.47,2
0,79,7,108.94,2
0,84,5,308.47,2
0,49,2,204.09,2
0,68,6,486.83,2
0,78,6,116.75,2
0,40,6,156.71,2
0,66,8,103.97,2
0,72,2,152.65,2
0,65,6,415.74,2
0,58,4,130.58,2
0,68,3,494.76,2
0,34,8,211.62,2
0,85,4,360.96,2
0,70,2,189.61,2
0,78,7,333.05,2
0,35,5,172.31,2
0,37,2,214.69,2
0,61,5,85.79,2
0,48,3,432.58,2
0,53,8,334.74,2
0,51,2,212.99,2
0,32,4,207.63,2
0,32,5,282.54,2
0,71,5,166.89,2
0,47,3,74.67,2
0,85,2,57.19,2
0,30,1,70.17,2
0,54,4,13.67,2
0,65,6,177.89,2
0,59,5,93.95,2
0,59,2,277.77,2
0,42,6,168.82,2
0,58,4,68.58,2
0,48,4,148.46,2
0,65,1,11.11,2
0,76,3,211.92,2
0,62,3,135.38,2
0,32,6,299.38,2
0,43,3,19.43,2
0,71,4,202.04,2
0,50,1,320.70,2
0,49,4,237.27,2
0,28,5,477.62,2
0,74,5,5.98,2
0,82,2,175.25,2
0,76,3,473.48,2
0,84,6,257.55,2
0,54,3,51.45,2
0,83,5,19.93,2
0,84,4,180.22,2
0,42,2,245.88,2
0,54,3,352.48,2
0,46,3,447.23,2
0,68,5,62.92,2
0,31,7,191.75,2
0,74,3,391.41,2
0,53,6,253.32,2
0,81,3,473.06,2
0,72,4,54.14,2
0,34,6,401.18,2
0,82,5,246.39,2
0,66,7,359.83,2
0,46,2,370.41,2
0,73,1,385.98,2
0,81,2,75.32,2
0,64,7,232.55,2
0,43,6,164.30,2
0,39,5,167.93,2
0,51,5,121.72,2
0,64,2,396.74,2
0,30,8,85.13,2
0,83,5,164.86,2
0,72,7,126.45,2
0,60,5,175.00,2
0,36,3,226.68,2
0,33,5,225.97,2
0,63,6,460.62,2
0,62,2,465.21,2
0,54,5,113.02,2
0,45,5,395.51,2
0,28,1,267.36,2
0,75,3,273.15,2
0,47,3,195.10,2
0,61,6,117.36,2
0,29,4,246.65,2
0,64,6,354.29,2
0,29,7,377.89,2
0,59,6,121.01,2
0,46,5,488.07,2
0,45,6,161.55,2
0,77,7,241.80,2
0,42,7,304.66,2
0,65,5,121.30,2
0,56,6,447.83,2
0,75,5,100.80,2
0,47,4,39.36,2
0,36,8,155.68,2
0,57,7,48.88,2
0,79,7,273.28,2
0,51,5,161.70,2
0,83,5,29.05,2
0,70,8,129.60,2
0,57,6,242.52,2
0,69,8,189.01,2
0,36,5,342.35,2
0,59,2,182.62,2
0,69,7,28.94,2
0,35,8,422.99,2
0,42,4,88.99,2
0,44,6,245.04,2
0,75,7,420.55,2
0,79,5,80.58,2
0,53,5,223.45,2
0,60,5,52.11,2
0,83,4,369.43,2
0,80,5,352.68,2
0,44,8,48.56,2
0,68,6,353.68,2
0,73,2,400.59,2
0,36,4,140.22,2
0,71,2,354.68,2
0,42,6,463.87,2
0,71,4,279.30,2
0,67,5,363.20,2
0,30,3,443.96,2
0,32,2,472.39,2
0,38,1,305.31,2
0,84,5,313.12,2
0,29,6,452.60,2
0,33,8,209.29,2
0,58,7,402.83,2
0,37,5,248.91,2
0,81,3,11.54,2
0,37,7,48.02,2
0,48,5,119.27,2
0,47,5,343.25,2
0,45,3,362.76,2
0,69,4,483.59,2
0,30,4,203.78,2
0,47,6,416.34,2
0,40,1,237.37,2
0,29,7,55.76,2
0,35,6,442.55,2
0,61,8,182.20,2
0,48,6,440.69,2
0,53,7,262.49,2
0,84,4,188.24,2
0,33,5,460.39,2
0,57,6,243.70,2
0,78,5,274.83,2
0,83,2,169.84,2
0,56,2,163.77,2
0,64,4,61.99,2
0,57,4,199.99,2
0,41,7,94.26,2
0,42,4,225.64,2
0,67,3,295.14,2
0,84,4,416.49,2
0,41,7,20.95,2
0,72,5,335.62,2
0,67,7,273.75,2
0,49,5,309.23,2
0,28,4,90.09,2
0,64,5,452.59,2
0,81,4,367.07,2
0,50,5,433.50,2
0,80,5,214.81,2
0,41,5,214.90,2
0,42,3,12.37,2
0,62,4,394.42,2
0,53,6,274.47,2
0,61,7,52.09,2
0,32,1,20.43,2
0,67,8,48.26,2
0,84,1,158.72,2
0,58,7,93.92,2
0,62,3,437.01,2
0,76,8,276.63,2
0,75,8,301.92,2
0,76,4,155.20,2
0,58,7,257.00,2
0,85,7,319.38,2
0,82,2,137.17,2
0,41,6,408.59,2
0,35,7,290.02,2
0,37,6,276.10,2
0,81,3,251.20,2
0,78,6,249.21,2
0,69,3,95.08,2
0,34,4,117.55,2
0,44,6,106.35,2
0,84,6,239.49,2
0,31,4,213.60,2
0,72,7,45.58,2
0,53,4,208.44,2
0,32,4,382.03,2
0,51,3,259.74,2
0,82,2,359.81,2
0,33,8,236.78,2
0,51,2,89.84,2
0,52,3,252.91,2
0,48,3,159.32,2
0,76,4,226.04,2
0,45,5,221.90,2
0,68,7,495.42,2
0,59,2,324.79,2
0,34,7,257.28,2
0,76,4,14.07,2
0,80,4,426.13,2
0,82,1,470.72,2
0,65,8,122.57,2
0,36,7,14.87,2
0,63,6,238.45,2
0,36,2,367.23,2
0,55,3,12.30,2
0,30,6,171.47,2
0,49,3,342.13,2
0,85,2,95.84,2
0,43,5,492.50,2
0,49,7,312.90,2
0,84,3,303.11,2
0,79,6,471.54,2
0,56,3,417.23,2
0,43,4,320.45,2
0,45,3,89.62,2
0,44,7,348.67,2
0,75,1,281.75,2
0,54,1,56.42,2
0,80,3,67.71,2
0,32,8,157.06,2
0,66,6,61.59,2
0,58,7,334.38,2
0,39,4,335.50,2
0,76,7,384.32,2
0,65,8,187.96,2
0,33,7,126.83,2
0,47,5,315.86,2
0,65,2,70.20,2
0,76,3,452.89,2
0,49,6,320.61,2
0,79,7,174.63,2
0,56,3,382.13,2
0,54,4,453.02,2
0,29,4,34.88,2
0,49,3,82.34,2
0,74,5,112.04,2
0,61,6,468.68,2
0,85,7,474.58,2
0,30,2,441.68,2
0,78,7,178.80,2
0,49,2,201.43,2
0,34,2,99.73,2
0,59,3,233.04,2
0,60,7,244.60,2
0,37,7,363.51,2
0,44,3,72.94,2
0,32,3,259.45,2
0,31,6,170.48,2
0,83,6,89.88,2
0,29,7,334.32,2
0,42,7,292.77,2
0,60,8,248.64,2
0,68,1,250.31,2
0,76,3,27.67,2
0,29,8,491.11,2
0,47,5,482.68,2
0,61,1,453.89,2
0,68,2,122.87,2
0,43,2,298.38,2
0,77,2,145.87,2
0,52,6,483.83,2
0,79,5,485.49,2
0,42,3,26.48,2
0,50,2,248.34,2
0,31,6,264.40,2
0,35,5,222.80,2
0,45,4,206.07,2
0,75,4,475.49,2
0,55,6,261.87,2
0,38,7,156.83,2
0,56,5,160.72,2
0,38,5,10.88,2
0,52,6,456.12,2
0,44,4,232.66,2
0,52,2,182.36,2
0,41,2,274.16,2
0,69,4,432.31,2
0,75,4,455.53,2
0,77,4,355.20,2
0,73,5,319.75,2
0,60,7,236.42,2
0,42,6,113.59,2
0,39,7,141.41,2
0,72,6,252.52,2
0,46,7,80.79,2
0,50,5,382.55,2
0,47,2,486.18,2
0,84,5,52.48,2
0,42,7,294.71,2
0,50,7,364.21,2
0,58,4,98.04,2
0,66,8,112.32,2
0,61,2,50.52,2
0,55,6,208.57,2
0,49,6,145.97,2
0,46,4,349.45,2
0,48,7,241.08,2
0,76,3,368.92,2
0,57,4,109.70,2
0,28,3,414.72,2
0,33,4,393.52,2
0,73,5,149.21,2
0,29,2,289.06,2
0,64,6,43.71,2
0,58,1,126.95,2
0,36,2,264.56,2
0,30,8,360.00,2
0,56,6,125.92,2
0,83,3,104.91,2
0,80,3,433.25,2
0,78,4,487.51,2
0,42,5,422.16,2
0,77,4,279.74,2
0,71,2,408.84,2
0,51,6,470.68,2
0,79,5,215.95,2
0,32,6,416.76,2
0,71,2,330.33,2
0,74,7,117.47,2
0,82,3,293.35,2
0,63,4,392.53,2
0,68,6,414.62,2
0,55,6,461.64,2
0,70,5,231.58,2
0,69,7,217.06,2
0,75,2,255.97,2
0,34,6,259.18,2
0,39,2,28.93,2
0,31,8,429.76,2
0,42,5,394.49,2
0,83,7,155.20,2
0,33,5,272.56,2
0,56,1,226.17,2
0,44,7,221.82,2
0,59,7,295.10,2
0,47,3,279.76,2
0,83,6,285.44,2
0,51,8,43.54,2
0,36,7,33.58,2
0,34,7,443.31,2
0,71,5,439.02,2
0,54,2,262.88,2
0,83,2,74.50,2
0,68,5,83.13,2
0,48,2,134.49,2
0,48,6,26.79,2
0,49,3,321.85,2
0,59,5,46.49,2
0,51,6,281.59,2
0,70,7,422.50,2
0,53,2,201.64,2
0,34,4,24.39,2
0,61,7,107.32,2
0,70,4,157.68,2
0,64,5,66.62,2
0,36,5,269.11,2
0,44,2,398.66,2
0,35,6,268.38,2
0,64,7,440.82,2
0,65,8,418.45,2
0,73,4,451.48,2
0,54,8,260.10,2
0,30,8,396.23,2
0,54,1,124.59,2
0,35,5,255.23,2
0,38,2,170.23,2
0,58,2,417.79,2
0,84,5,49.42,2
0,70,3,153.06,2
0,41,5,361.69,2
0,51,1,312.41,2
0,84,2,483.49,2
0,64,3,206.67,2
0,57,4,279.32,2
0,71,8,479.66,2
0,69,3,153.78,2
0,46,3,439.95,2
0,69,8,10.34,2
0,39,2,79.36,2
0,82,2,405.14,2
0,62,3,428.23,2
0,54,3,247.16,2
0,42,7,80.42,2
0,41,6,361.73,2
0,34,4,434.82,2
0,79,2,176.88,2
0,85,3,60.12,2
0,46,5,98.29,2
0,36,8,205.48,2
0,55,5,383.15,2
0,72,3,431.66,2
0,43,6,240.40,2
0,84,7,302.08,2
0,38,7,235.72,2
0,75,4,291.63,2
0,48,6,91.47,2
0,75,7,451.96,2
0,32,7,369.70,2
0,30,7,120.07,2
0,41,7,174.13,2
0,84,7,130.47,2
0,57,2,101.13,2
0,57,4,82.09,2
0,52,7,340.63,2
0,70,6,333.42,2
0,51,4,273.61,2
0,53,5,297.79,2
0,50,3,225.66,2
0,35,7,214.36,2
0,60,3,402.37,2
0,34,7,447.50,2
0,41,2,328.19,2
0,32,5,93.09,2
0,58,7,395.19,2
0,57,6,251.25,2
0,49,7,397.69,2
0,29,7,456.04,2
0,72,6,41.40,2
0,62,2,327.64,2
0,51,4,92.20,2
0,59,6,7.37,2
0,28,8,39.59,2
0,83,2,187.10,2
0,79,1,55.32,2
0,45,3,75.82,2
0,50,2,43.61,2
0,61,7,344.82,2
0,50,2,437.37,2
0,58,5,230.17,2
0,78,5,359.94,2
0,78,6,420.81,2
0,44,3,449.44,2
0,35,2,334.95,2
0,44,6,309.79,2
0,70,5,474.86,2
0,81,8,303.05,2
0,66,8,423.23,2
0,48,4,354.44,2
0,38,4,192.01,2
0,36,6,491.32,2
0,41,7,211.64,2
0,80,1,462.91,2
0,69,5,345.55,2
0,68,3,254.05,2
0,48,2,158.30,2
0,33,8,293.71,2
0,51,8,211.83,2
0,39,6,287.79,2
0,61,6,294.16,2
0,83,1,465.48,2
0,62,5,292.84,2
0,73,4,23.33,2
0,53,6,331.67,2
0,70,6,469.00,2
0,69,4,279.69,2
0,50,3,495.00,2
0,34,6,463.89,2
0,47,3,366.43,2
0,77,4,126.82,2
0,53,2,276.24,2
0,41,2,439.58,2
0,48,2,40.17,2
0,83,7,180.67,2
0,67,6,402.70,2
0,74,6,349.02,2
0,50,5,224.81,2
0,39,6,29.95,2
0,53,5,67.58,2
0,56,7,330.79,2
0,40,4,200.69,2
0,39,1,392.96,2
0,54,3,188.20,2
0,60,1,488.77,2
0,42,5,448.20,2
0,56,2,80.34,2
0,68,8,303.94,2
0,49,5,408.52,2
0,43,5,457.39,2
0,63,5,291.97,2
0,39,2,428.97,2
0,40,5,302.24,2
0,36,2,168.90,2
0,28,6,238.74,2
0,40,7,455.83,2
0,68,7,315.73,2
0,54,2,340.53,2
0,43,2,460.92,2
0,73,3,78.06,2
0,31,3,258.01,2
0,40,3,251.26,2
0,76,3,126.85,2
0,43,5,218.50,2
0,71,2,256.17,2
0,62,4,389.94,2
0,63,6,33.30,2
0,36,7,271.85,2
0,43,2,402.04,2
0,56,2,404.05,2
0,82,4,240.59,2
0,28,4,295.32,2
0,51,7,147.68,2
0,46,4,297.70,2
0,73,3,35.75,2
0,68,2,423.41,2
0,75,6,25.46,2
0,74,3,130.05,2
0,36,5,348.60,2
0,41,6,452.50,2
0,43,3,430.76,2
0,31,4,199.29,2
0,31,7,95.17,2
0,39,5,139.63,2
0,67,2,91.78,2
0,36,2,161.58,2
0,33,6,337.29,2
0,36,1,349.67,2
0,53,2,68.17,2
0,49,4,326.54,2
0,44,5,297.10,2
0,62,4,411.45,2
0,52,3,339.84,2
0,83,4,241.70,2
0,69,4,38.89,2
0,34,5,267.26,2
0,56,6,434.11,2
0,77,2,235.57,2
0,80,2,371.32,2
0,54,6,69.23,2
0,82,6,432.68,2
0,40,6,146.08,2
0,66,2,396.07,2
0,56,4,87.59,2
0,73,5,401.98,2
0,72,2,426.50,2
0,28,6,341.47,2
0,59,8,72.92,2
0,51,4,181.82,2
0,58,2,451.03,2
0,61,3,55.53,2
0,56,5,150.20,2
0,49,3,60.57,2
0,41,2,7.10,2
0,37,8,166.99,2
0,30,1,188.08,2
0,65,5,148.40,2
0,33,7,106.38,2
0,64,3,132.04,2
0,44,3,64.36,2
0,74,5,82.16,2
0,49,5,63.36,2
0,30,6,27.02,2
0,39,5,319.39,2
0,32,8,373.49,2
0,70,7,453.37,2
0,41,6,397.00,2
0,42,2,22.88,2
0,79,7,23.30,2
0,62,3,115.56,2
0,74,5,416.51,2
0,54,3,75.68,2
0,40,2,418.02,2
0,41,3,44.59,2
0,54,8,16.91,2
0,59,8,322.25,2
0,71,3,107.84,2
0,71,8,208.32,2
0,57,7,214.77,2
0,59,8,473.85,2
0,52,7,103.67,2
0,66,5,180.64,2
0,59,6,267.15,2
0,30,4,346.02,2
0,59,2,484.20,2
0,70,1,300.25,2
0,30,2,63.24,2
0,66,3,231.84,2
0,75,8,91.78,2
0,39,5,438.41,2
0,65,4,276.00,2
0,42,3,426.87,2
0,80,3,432.15,2
0,81,4,24.68,2
0,31,7,33.84,2
0,65,7,40.71,2
0,35,8,135.81,2
0,43,5,107.52,2
0,58,4,135.08,2
0,51,6,50.94,2
0,74,6,163.00,2
0,47,4,217.49,2
0,32,7,61.60,2
0,85,8,401.90,2
0,57,5,428.57,2
0,42,3,328.11,2
0,30,2,85.76,2
0,60,2,249.38,2
0,45,8,190.23,2
0,43,5,457.30,2
0,40,5,75.85,2
0,78,2,449.57,2
0,74,6,79.59,2
0,73,3,495.86,2
0,81,8,100.83,2
0,43,3,490.56,2
0,70,4,149.97,2
0,34,5,26.40,2
0,78,2,438.60,2
0,84,4,149.11,2
0,49,2,318.48,2
0,42,3,16.19,2
0,52,4,272.68,2
0,49,2,488.66,2
0,55,5,212.29,2
0,58,2,54.00,2
0,80,7,118.63,2
0,61,1,338.47,2
0,59,6,285.37,2
0,67,7,459.49,2
0,53,7,401.47,2
0,39,7,21.71,2
0,72,5,228.30,2
0,48,1,130.83,2
0,42,2,68.99,2
0,69,4,390.05,2
0,63,6,298.36,2
0,42,7,89.54,2
0,78,5,308.31,2
0,50,3,456.86,2
0,59,6,46.01,2
0,80,2,389.79,2
0,29,5,397.01,2
0,69,1,261.61,2
0,75,6,489.57,2
0,37,8,143.51,2
0,55,8,128.38,2
0,40,6,272.57,2
0,77,1,309.15,2
0,50,2,425.57,2
0,32,7,187.66,2
0,54,3,53.27,2
0,70,2,436.98,2
0,35,3,237.50,2
0,81,2,150.80,2
0,35,5,322.13,2
0,71,3,84.18,2
0,44,3,457.17,2
0,42,3,44.89,2
0,34,7,227.32,2
0,62,6,465.77,2
0,58,7,35.05,2
0,32,7,195.77,2
0,61,3,43.51,2
0,30,1,437.51,2
0,28,7,203.06,2
0,50,5,85.22,2
0,63,4,265.29,2
0,72,4,113.75,2
0,36,2,281.01,2
0,64,5,307.58,2
0,76,6,297.04,2
0,33,3,417.48,2
0,69,5,316.06,2
0,74,5,455.82,2
0,53,7,335.55,2
0,52,5,243.75,2
0,56,1,19.89,2
0,52,6,159.22,2
0,70,1,251.68,2
0,63,7,318.08,2
0,83,3,352.24,2
0,36,2,160.24,2
0,70,6,327.31,2
0,69,2,148.63,2
0,73,7,346.96,2
0,56,7,60.74,2
0,64,6,388.70,2
0,62,7,203.08,2
0,78,6,266.87,2
0,35,8,386.18,2
0,37,8,341.95,2
0,82,2,474.12,2
0,73,3,396.61,2
0,71,2,357.49,2
0,71,8,427.98,2
0,78,3,145.41,2
0,62,5,357.57,2
0,82,3,478.11,2
0,83,8,144.42,2
0,78,7,401.75,2
0,39,2,416.24,2
0,59,7,247.32,2
0,39,5,480.87,2
0,62,5,415.56,2
0,39,7,58.67,2
0,30,8,83.98,2
0,31,2,237.90,2
0,74,2,477.96,2
0,74,2,179.07,2
0,78,4,43.80,2
0,68,7,470.16,2
0,76,7,261.32,2
0,38,5,179.01,2
0,28,2,173.68,2
0,71,2,342.13,2
0,60,6,265.30,2
0,52,1,307.19,2
0,55,6,126.01,2
0,69,4,395.65,2
0,64,3,40.05,2
0,77,5,468.09,2
0,54,7,261.69,2
0,67,6,60.36,2
0,48,1,349.30,2
0,53,3,274.75,2
0,73,7,133.01,2
0,34,3,251.41,2
0,61,1,216.74,2
0,53,3,425.04,2
0,51,4,493.45,2
0,44,4,217.65,2
0,82,5,61.20,2
0,81,6,384.35,2
0,56,4,48.04,2
0,72,3,339.77,2
0,78,3,56.48,2
0,69,6,459.12,2
0,59,5,286.63,2
0,35,5,73.45,2
0,40,7,25.70,2
0,60,1,398.52,2
0,32,4,243.37,2
0,73,5,458.98,2
0,53,6,473.21,2
0,71,4,94.29,2
0,47,7,323.39,2
0,44,3,64.43,2
0,77,5,310.17,2
0,82,7,56.70,2
0,64,1,164.82,2
0,79,3,181.60,2
0,78,4,133.69,2
0,45,8,408.51,2
0,74,5,74.13,2
0,55,5,290.87,2
0,45,2,461.03,2
0,58,7,488.45,2
0,52,4,259.01,2
0,78,6,353.78,2
0,84,7,349.95,2
0,84,7,353.09,2
0,49,2,97.97,2
0,35,4,288.65,2
0,39,6,360.81,2
0,35,5,420.80,2
0,33,4,154.39,2
0,43,3,348.63,2
0,63,5,465.30,2
0,39,3,121.96,2
0,36,7,454.45,2
0,42,7,64.40,2
0,80,4,123.82,2
0,60,7,87.25,2
0,62,1,432.10,2
0,30,6,187.03,2
0,68,4,202.10,2
0,62,4,239.88,2
0,67,1,469.57,2
0,62,4,58.01,2
0,64,7,456.61,2
0,74,6,8.70,2
0,82,4,350.72,2
0,38,7,57.24,2
0,81,2,158.48,2
0,68,6,16.05,2
0,55,4,256.73,2
0,53,4,152.84,2
0,82,1,190.27,2
0,78,5,160.40,2
0,63,2,54.52,2
0,29,7,31.81,2
0,60,4,480.47,2
0,45,4,200.39,2
0,83,5,248.44,2
0,77,3,80.50,2
0,85,6,71.23,2
0,57,2,244.08,2
0,48,1,383.54,2
0,56,4,450.99,2
0,43,8,174.28,2
0,74,3,335.17,2
0,47,2,31.23,2
0,45,7,386.12,2
0,66,7,6.88,2
0,78,7,83.26,2
0,43,8,108.69,2
0,48,3,291.46,2
0,76,2,99.29,2
0,39,7,21.43,2
0,68,3,262.26,2
0,67,5,433.35,2
0,64,2,72.02,2
0,37,6,149.13,2
0,41,5,8.69,2
0,54,6,445.69,2
0,55,2,422.38,2
0,52,8,468.02,2
0,84,8,237.90,2
0,83,6,452.63,2
0,36,2,221.38,2
0,54,7,152.04,2
0,49,5,492.57,2
0,38,2,141.18,2
0,43,6,472.69,2
0,73,3,213.19,2
0,55,4,74.09,2
0,85,8,162.55,2
0,84,3,342.12,2
0,74,8,153.11,2
0,83,7,271.95,2
0,59,5,34.46,2
0,65,5,368.83,2
0,30,2,287.29,2
0,60,1,376.90,2
0,29,7,202.74,2
0,47,7,448.84,2
0,38,5,104.26,2
0,62,6,342.59,2
0,34,2,281.35,2
0,58,5,61.64,2
0,77,6,234.47,2
0,42,1,447.38,2
0,79,2,490.40,2
0,52,7,403.86,2
0,85,5,25.00,2
0,59,5,486.74,2
0,29,6,270.67,2
0,56,7,140.41,2
0,85,3,485.93,2
0,36,7,411.04,2
0,33,6,341.96,2
0,83,2,244.64,2
0,41,8,212.44,2
0,64,8,253.90,2
0,28,1,82.27,2
0,30,2,252.89,2
0,73,4,64.50,2
0,82,2,227.87,2
0,69,6,28.65,2
0,46,4,302.91,2
0,53,7,492.55,2
0,51,3,152.34,2
0,40,3,441.11,2
0,52,3,337.44,2
0,49,3,421.83,2
0,61,8,360.65,2
0,54,6,30.74,2
0,60,3,335.77,2
0,40,3,26.87,2
0,51,5,162.47,2
0,45,5,460.05,2
0,78,6,176.40,2
0,74,7,111.28,2
0,46,1,87.68,2
0,42,7,190.78,2
0,51,6,474.82,2
0,61,1,288.59,2
0,45,6,32.13,2
0,64,1,216.17,2
0,63,3,76.48,2
0,77,7,477.58,2
0,82,4,212.45,2
0,28,2,461.69,2
0,33,1,218.77,2
0,69,5,107.21,2
